Species,Common Name,Category,Type of Presence,Comments,Location(s),Kingdom,Phylum,Class,Order,Family,EPBC Act Threatened Species in Australia (Generated 2020-09-29 22:36:16)
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Present,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,Extinct,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,Extinct,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Vulnerable,Endemic,,QLD,Animalia,Chordata,Reptilia,Testudines,Chelidae,
Rhincodon typus,Whale Shark,Vulnerable,Present,,"ACR, AET, CI, CSI, NSW, NT, OCE, QLD, TAS, TER, VIC, WA",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,
Rhinerrhizopsis matutina,,Vulnerable,Present,,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Vulnerable,Present,,QLD,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Chiroptera,Rhinonycteridae,
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,Extinct,,NSW,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid ",Critically Endangered,Endemic,,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Rhizanthella johnstonii,South Coast Underground Orchid,Critically Endangered,Endemic,,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Rhizanthella slateri,Eastern Underground Orchid,Endangered,Present,,"NSW, QLD, TER",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Ricinocarpos brevis,,Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,Endemic,,NT,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Ristantia gouldii,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Romnalda strobilacea,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Liliopsida,Liliales,Xanthorrhoeaceae,
Rostratula australis,Australian Painted Snipe,Endangered,Present,,"ACT, NSW, NT, QLD, SA, TER, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,
Rostratula australis,Australian Painted Snipe,Endangered,Vagrant,,TAS,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,
Roycea pycnophylloides,Saltmat,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Rytidosperma pumilum,Feldmark Grass,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Present,,"NT, QLD, WA",Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,
Sagina diemensis,Tasmanian Pearlwort,Endangered,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,
Samadera bidwillii,Quassia,Vulnerable,Present,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),,Endangered,Present,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae,
Sankowskya stipularis,,Endangered,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,Endemic,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Sannantha tozerensis,a shrub,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Sarcochilus hirticalcar,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Sarcophilus harrisii,Tasmanian Devil,Endangered,Endemic,,TAS,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Sauropus macranthus,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,Endemic,,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae,
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Sclerolaena blakei,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Sclerolaena napiformis,Turnip Copperburr,Endangered,Present,,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Sclerolaena walkeri,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Sclerolaena walkeri,,Vulnerable,Present,,"NSW, SA",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Present,,"NSW, QLD",Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Selaginellaceae,
Semotrachia euzyga,a land snail,Endangered,Endemic,,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Senecio australis,a daisy,Vulnerable,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Endemic,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Present,,"NSW, SA",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio evansianus,a daisy,Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio georgianus,Grey Groundsel,Extinct,Extinct,,"NSW, SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio hooglandii,a daisy,Vulnerable,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Present,,"NSW, SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio megaglossus,Superb Groundsel,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Present,,"SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Seriolella brama,Blue Warehou,Conservation Dependent,Present,,"NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,
Setonix brachyurus,Quokka,Vulnerable,Endemic,,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,
Sinumelon bednalli,Bednall's Land Snail,Endangered,Endemic,,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae,
Sminthopsis butleri,Butler's Dunnart,Vulnerable,Present,,"NT, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,Endemic,,QLD,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Sminthopsis psammophila,Sandhill Dunnart,Endangered,Present,,"NT, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,
Solanum bauerianum,Bridal Flower ,Extinct,Extinct,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Solanum dissectum,,Endangered,Present,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Solanum dunalianum,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Solanum johnsonianum,,Endangered,Present,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Solanum karsense,Menindee Nightshade,Vulnerable,Present,,"NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Solanum sulphureum,,Endangered,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Sophora fraseri,,Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Present ,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Sphenotoma drummondii,Mountain Paper-heath,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Present,,"ACR, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TER, WA",Animalia,Chordata,Chondrichthyes,Chimaeiformes,Sphyrnidae,
Spicospina flammocaerulea,Sunset Frog,Vulnerable,Endemic,,WA,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Spirogardnera rubescens,Spiral Bush,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Endemic,,SA,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Spyridium furculentum,Forked Spyridium,Endangered,Endemic,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Spyridium lawrencei,Small-leaf Spyridium,Endangered,Present,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Present,,"SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Stackhousiaceae,
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Present,,"OCE, TAS",Animalia,Chordata,Aves,Charadriiformes,Laridae,
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Present,,"AET, ANT, HI, OCE",Animalia,Chordata,Aves,Charadriiformes,Laridae,
Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Present,,"NSW, OCE, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Laridae,
Stiphodon semoni,Opal Cling Goby,Critically Endangered,Present,,QLD,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Endemic,,SA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),Vulnerable,Endemic,,SA,Animalia,Chordata,Aves,Passeriformes,Maluridae,
Stipiturus mallee,Mallee Emu-wren,Endangered,Present,,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Maluridae,
Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Endemic,Norfolk Island,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,
Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Endemic,,TAS,Animalia,Chordata,Aves,Passeriformes,Artamidae,
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Present,Lord Howe Island,NSW,Animalia,Chordata,Aves,Passeriformes,Artamidae,
Stylidium amabile,,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium coroniforme subsp. amblyphyllum,,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium ensatum,a triggerplant,Endangered,Present,,NT,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Stylidium semaphorum,,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae,
Styphelia longissima,,Critically Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,
Styphelia perileuca,,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Present,,"NSW, QLD, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,Present,,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,Present,,"NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Present,,"ACT, NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Symplocaceae,
Synaphea quartzitica,Quartz-loving Synaphea,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synaphea sp. Fairbridge Farm (D. Papenfus 696),Selena's Synaphea,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synaphea sp. Pinjarra (R. Davis 6578),Club-leafed Synaphea,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synaphea sp. Pinjarra Plain (A.S. George 17182),,Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synaphea sp. Serpentine (G.R. Brand 103),,Critically Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synaphea stenoloba,Dwellingup Synaphea,Endangered,Present,,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,
Synemon plana,Golden Sun Moth,Critically Endangered,Present,,"ACT, NSW, VIC",Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Present,,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Present,,"NSW, TER",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Syzygium velarum,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,Endemic,,SA,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,
Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,Present,,"AET, NI",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Taraxacum cygnorum,Coast Dandelion,Vulnerable,Extinct,,"TAS, WA",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Taraxacum cygnorum,Coast Dandelion,Vulnerable,Present,,VIC,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,
Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Winteraceae,
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Extinct,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Extinct,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Taudactylus eungellensis,Eungella Day Frog,Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Taudactylus rheophilus,Tinkling Frog,Endangered,Endemic,,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,
Tectaria devexa,,Endangered,Present,,"AET, CI, QLD",Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,
Tecticornia bulbosa,Large-articled Samphire,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Present,,"SA, VIC, WA",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,
Tephrosia leveillei,,Vulnerable,Endemic,,QLD,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,
Tetraria australiensis,Southern Tetraria,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca deltoidea,Granite Tetratheca,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca fasciculata,Cronin's Tetratheca,Extinct,Extinct,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Endemic,,TAS,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca harperi,Jackson Tetratheca,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca juncea,Black-eyed Susan,Vulnerable,Endemic,,NSW,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca nephelioides,,Critically Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Tetratheca paynterae,Paynter's Tetratheca,Endangered,Endemic,,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae,
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Present,,"CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Present,,"NSW, OCE, SA, TAS, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,Present,,"OCE, QLD, SA, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche cauta,Shy Albatross,Endangered,Present,,"CSI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche chrysostoma,Grey-headed Albatross,Endangered,Present,,"AET, ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche eremita,Chatham Albatross,Endangered,Present,,"CSI, NI, NSW, OCE, QLD, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Present,,"ANT, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche melanophris,Black-browed Albatross,Vulnerable,Present,,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche salvini,Salvin's Albatross,Vulnerable,Present,,"NI, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thalassarche steadi,White-capped Albatross,Vulnerable,Present,,"ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,
Thaumatoperla alpina,Alpine Stonefly,Endangered,Present,,VIC,Animalia,Arthropoda,Insecta,Plecoptera,Eustheniidae,
Thelymitra adorata,Wyong Sun Orchid,Critically Endangered,Present,,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Present,,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,Present,,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,Present,,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra hygrophila,Blue Star Sun-orchid,Critically Endangered,Endemic,,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,Endemic,,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra kangaloonica,Kangaloon Sun Orchid,Critically Endangered,Present,,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,Endemic,,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,Present,,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,Endemic,,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,
